iter	Logloss
377	0.2157468297
378	0.2156171383
379	0.2154585037
380	0.2152693867
381	0.2151141337
382	0.2149485616
383	0.214437344
384	0.2142627556
385	0.2141197875
386	0.213983893
387	0.2138065004
388	0.2136397229
389	0.2135007298
390	0.2133906455
391	0.2132154066
392	0.2129305885
393	0.2127721819
394	0.2126519403
395	0.2124304427
396	0.212141651
397	0.2119041309
398	0.211583845
399	0.2113123533
400	0.2111431115
401	0.2108629453
402	0.2106552179
403	0.210488683
404	0.2103223085
405	0.210211598
406	0.2100680952
407	0.2099215364
408	0.2096864996
409	0.2094615268
410	0.2093119079
411	0.2088711841
412	0.2087861225
413	0.2085160548
414	0.2083622417
415	0.2082127007
416	0.2079933365
417	0.2078765601
418	0.2076236647
419	0.2074795658
420	0.2073221633
421	0.2071642163
422	0.2070819198
423	0.2069222964
424	0.2067377031
425	0.2065486879
426	0.2064314097
427	0.2063070494
428	0.2061680233
429	0.2060502265
430	0.2057039701
431	0.2055665861
432	0.2054586731
433	0.2051482503
434	0.2050496152
435	0.2049002881
436	0.2047556032
437	0.2046053314
438	0.2044208329
439	0.2042802343
440	0.2041598291
441	0.2040251049
442	0.2038423819
443	0.2036997169
444	0.2035409226
445	0.2034720116
446	0.2033354919
447	0.2032033754
448	0.2031195752
449	0.2029791719
450	0.2027783691
451	0.2025264219
452	0.2022810617
453	0.2021686724
454	0.2020478945
455	0.2017589403
456	0.2016426356
457	0.2014977702
458	0.2012414718
459	0.2010919852
460	0.2009766992
461	0.2008354678
462	0.2007386704
463	0.2003811084
464	0.2002408364
465	0.2000472283
466	0.1999103103
467	0.1996593179
468	0.1995497808
469	0.1994177771
470	0.1992731135
471	0.1990537352
472	0.1989578743
473	0.198850598
474	0.1987560631
475	0.1986527851
476	0.1985168383
477	0.1983528458
478	0.1981829751
479	0.1980167834
480	0.1978741082
481	0.1977642163
482	0.1975920143
483	0.1974812932
484	0.1973367714
485	0.1972304339
486	0.1970372262
487	0.1969045173
488	0.1968046638
489	0.1965995495
490	0.196494635
491	0.1963887318
492	0.1962847447
493	0.1961286915
494	0.1959968366
495	0.195892611
496	0.1957750126
497	0.1956670032
498	0.1955593235
499	0.1954708181
500	0.1953242495
501	0.19522628
502	0.1951293405
503	0.1950490258
504	0.1948557607
505	0.1947197466
506	0.194502258
507	0.1943044061
508	0.1940586274
509	0.1939820913
510	0.193791962
511	0.1935627452
512	0.1934518806
513	0.1932462705
514	0.1930811182
515	0.1929956355
516	0.1928542983
517	0.1926790664
518	0.1924800826
519	0.1923527591
520	0.1922755093
521	0.1920501849
522	0.191936215
523	0.1918587633
524	0.1917716835
525	0.1916234225
526	0.1914769177
527	0.1913282795
528	0.1911658714
529	0.1910294785
530	0.190871422
531	0.1907085736
532	0.1906202357
533	0.1904819105
534	0.1903480978
535	0.1901735789
536	0.1900903105
537	0.1899938016
538	0.1898773575
539	0.1897970906
540	0.1896620571
541	0.1894981864
542	0.1893679211
543	0.1892752792
544	0.1891561516
545	0.1890302586
546	0.1888966967
547	0.1888305096
548	0.1885988698
549	0.1885019134
550	0.188342091
551	0.1882416161
552	0.1880857085
553	0.1879535788
554	0.1877502752
555	0.1876706632
556	0.1876018288
557	0.1874642862
558	0.1871966951
559	0.1870822796
560	0.1870107102
561	0.186887516
562	0.1867752687
563	0.1866306029
564	0.1864393343
565	0.1863245073
566	0.1862065546
567	0.1858548162
568	0.185741708
569	0.1856424412
570	0.1855366137
571	0.185407636
572	0.1852785959
573	0.1851365042
574	0.1850667011
575	0.1849593947
576	0.1848275412
577	0.1847233534
578	0.1846041466
579	0.1844707858
580	0.1843186062
581	0.1842174573
582	0.1841056464
583	0.1839585151
584	0.1838437455
585	0.1837274539
586	0.1835745757
587	0.1834365585
588	0.1833263135
589	0.1832445
590	0.1831079138
591	0.1830248238
592	0.1829134783
593	0.1828299166
594	0.1827037643
595	0.1825636729
596	0.1824987019
597	0.1823807906
598	0.182338255
599	0.1822111886
600	0.1821014411
601	0.182026221
602	0.1819498367
603	0.1817704304
604	0.1816528235
605	0.1815581048
606	0.1815016796
607	0.181401726
608	0.181272194
609	0.1811338307
610	0.1810609086
611	0.1809350023
612	0.180811862
613	0.1807618541
614	0.1807000673
615	0.1806343292
616	0.1804863856
617	0.1803650765
618	0.1802708212
619	0.1801320929
620	0.1800252246
621	0.1799290267
622	0.1798471844
623	0.1797317966
624	0.1796104238
625	0.1795439328
626	0.179418082
627	0.1793378432
628	0.1792377869
629	0.1791207655
630	0.179002429
631	0.1789138808
632	0.1787664777
633	0.1786444662
634	0.178554792
635	0.1784469762
636	0.1782785486
637	0.1781929946
638	0.1780606909
639	0.177977928
640	0.1778935774
641	0.1778000139
642	0.1777323474
643	0.1776537977
644	0.177548556
645	0.1774761206
646	0.1774172003
647	0.177245289
648	0.1771220523
649	0.177007553
650	0.1768789728
651	0.1768322315
652	0.1767357913
653	0.176623057
654	0.176509884
655	0.1764201298
656	0.1763070128
657	0.1762183321
658	0.1760868418
659	0.1759823994
660	0.1758727887
661	0.1757703364
662	0.1756331942
663	0.1755763984
664	0.1755179889
665	0.175390963
666	0.1752748274
667	0.1752042117
668	0.1750801093
669	0.174999912
670	0.1748467166
671	0.1747533278
672	0.1745882827
673	0.1745199501
674	0.174401143
675	0.1743372056
676	0.1742559827
677	0.1741129935
678	0.1740167087
679	0.1739613546
680	0.1738919727
681	0.173794681
682	0.1736724736
683	0.1736143679
684	0.1735047726
685	0.1733812423
686	0.1732792784
687	0.173210637
688	0.1731342149
689	0.1730361721
690	0.1729675655
691	0.1728789985
692	0.1728044117
693	0.1727093076
694	0.1726447293
695	0.1725352094
696	0.1724411599
697	0.1723444941
698	0.1722148067
699	0.1721629915
700	0.1721014198
701	0.1719694349
702	0.1718798014
703	0.1718170617
704	0.1716761731
705	0.171601587
706	0.171528019
707	0.1714277228
708	0.1713274043
709	0.1712106377
710	0.1711253717
711	0.1709859783
712	0.1708647544
713	0.1706832092
714	0.1705509537
715	0.1704440396
716	0.1703458112
717	0.1702380956
718	0.1701568936
719	0.170067146
720	0.1699564054
721	0.1698241641
722	0.1697259151
723	0.1696701861
724	0.1695880463
725	0.1695276161
726	0.1694413653
727	0.1693407406
728	0.1692670374
729	0.1691628498
730	0.1690839837
731	0.1689745481
732	0.1689242593
733	0.1688423762
734	0.1687817675
735	0.168709956
736	0.1686303835
737	0.1685503737
738	0.1684739642
739	0.168348841
740	0.168268772
741	0.1681620199
742	0.1680260002
743	0.1679626451
744	0.1678670414
745	0.1677914897
746	0.1677079406
747	0.1676095018
748	0.1675177107
749	0.1674470011
750	0.167400356
751	0.1673307471
752	0.167273743
753	0.1672017668
754	0.1671166901
755	0.1670428432
756	0.1669956762
757	0.166933067
758	0.1668547551
759	0.1667301044
760	0.1666769973
761	0.1665729703
762	0.1665133555
763	0.1664225865
764	0.1663380008
765	0.1662837028
766	0.1661847903
767	0.166094212
768	0.1660101032
769	0.1659193475
770	0.1657999935
771	0.1657113213
772	0.1656285499
773	0.1655464905
774	0.1654533677
775	0.1653965696
776	0.1653078423
777	0.1652116455
778	0.1651377373
779	0.1650877553
780	0.1650388313
781	0.1649905165
782	0.1649332312
783	0.1648672444
784	0.164805889
785	0.1647443949
786	0.1646075507
787	0.1645426692
788	0.1644156476
789	0.1643284439
790	0.164269899
791	0.1641606545
792	0.16409017
793	0.1639872797
794	0.163923359
795	0.1638565663
796	0.1637993027
797	0.163704381
798	0.1636075132
799	0.1635644374
800	0.1634379043
801	0.1633383566
802	0.1632871954
803	0.1631943692
804	0.1630575396
805	0.1629896804
806	0.1628813339
807	0.1628051712
808	0.1627053526
809	0.1626284597
810	0.1625762381
811	0.1625170122
812	0.1624582573
813	0.1623667515
814	0.1623096474
815	0.1622335788
816	0.1621331772
817	0.1620188251
818	0.1618493677
819	0.1617964151
820	0.1617160216
821	0.1616574049
822	0.1615692639
823	0.161483742
824	0.1614358724
825	0.1613110433
826	0.161257792
827	0.1611639484
828	0.1610787819
829	0.16098543
830	0.1609188863
831	0.1608446923
832	0.16078764
833	0.1607472567
834	0.1606553761
835	0.1605699572
836	0.160430401
837	0.1603038956
838	0.1602554109
839	0.1601290062
840	0.1600390986
841	0.1599989933
842	0.1599549795
843	0.1598886369
844	0.1597949848
845	0.1596981071
846	0.1596099041
847	0.1595674916
848	0.1595184235
849	0.1593992617
850	0.1593216186
851	0.1592127451
852	0.1591508945
853	0.1590753923
854	0.1590033606
855	0.1589358371
856	0.1588550985
857	0.1587360086
858	0.158655546
859	0.1586165734
860	0.1585550242
861	0.158510771
862	0.1584433854
863	0.1583814244
864	0.1583218636
865	0.1582477221
866	0.1581684248
867	0.1580605799
868	0.1580167649
869	0.1578991574
870	0.1578317587
871	0.1577712591
872	0.1577026113
873	0.1575777662
874	0.1574389503
875	0.1573590782
876	0.1572674761
877	0.1571827112
878	0.1570961392
879	0.1570088981
880	0.1568834495
881	0.1568135285
882	0.1567738255
883	0.1566924222
884	0.1565870875
885	0.1564814299
886	0.1563981913
887	0.1563273262
888	0.1562620985
889	0.156159287
890	0.1561020088
891	0.1560493105
892	0.1560056961
893	0.1559500821
894	0.1558912691
895	0.1558005054
896	0.1557495791
897	0.1556560752
898	0.1556133551
899	0.1555155571
900	0.1554572616
901	0.1553658288
902	0.155287314
903	0.1552536898
904	0.1551585604
905	0.1551194024
906	0.1550549636
907	0.154975506
908	0.1549138902
909	0.1548330982
910	0.1547873178
911	0.1547516835
912	0.1546752545
913	0.1546275734
914	0.1545722848
915	0.1544820234
916	0.1543734258
917	0.1542878806
918	0.1542286673
919	0.1541358596
920	0.1540967829
921	0.1540615689
922	0.1539199924
923	0.1538328289
924	0.1537658546
925	0.1536876578
926	0.1536400479
927	0.1535898715
928	0.1535376775
929	0.1534709128
930	0.1534065642
931	0.1533644614
932	0.1533019841
933	0.1532214447
934	0.1531599057
935	0.1530611598
936	0.1529545586
937	0.1528849506
938	0.152815098
939	0.1527408008
940	0.1526588273
941	0.152535868
942	0.1524811272
943	0.1524049261
944	0.1523146952
945	0.1522308703
946	0.1521842609
947	0.1521042241
948	0.1520078182
949	0.1519140299
950	0.1518303024
951	0.1517522385
952	0.1517004958
953	0.1516603721
954	0.1515673143
955	0.1515074045
956	0.151400504
957	0.1513510644
958	0.1512887058
959	0.1512506644
960	0.1512079954
961	0.1511015249
962	0.1510461988
963	0.150964853
964	0.1509079094
965	0.1508041545
966	0.1507250314
967	0.1506035574
968	0.1505572037
969	0.1504892469
970	0.1504166075
971	0.1503454551
972	0.1502957782
973	0.1501850683
974	0.1501286302
975	0.1500638605
976	0.1500050483
977	0.1499511722
978	0.1499006375
979	0.1498277061
980	0.1497675391
981	0.1496587649
982	0.1496003157
983	0.1495477194
984	0.1495001594
985	0.1493986129
986	0.1493467958
987	0.1493008765
988	0.1492293449
989	0.1491398786
990	0.1490653516
991	0.1490078641
992	0.148885189
993	0.1488179547
994	0.148764815
995	0.1486896811
996	0.1486125016
997	0.1485748113
998	0.1484825883
999	0.1484297289
